FFMC	DMC	DC	ISI	temp	RH	wind	rain	area
9.350E+01	1.493E+02	7.286E+02	8.100E+00	2.290E+01	3.900E+01	4.900E+00	0.000E+00	4.855E+01
9.170E+01	4.850E+01	6.961E+02	1.110E+01	1.610E+01	4.400E+01	4.000E+00	0.000E+00	4.937E+01
9.220E+01	8.180E+01	4.808E+02	1.190E+01	2.010E+01	3.400E+01	4.500E+00	0.000E+00	5.830E+01
9.350E+01	1.493E+02	7.286E+02	8.100E+00	2.830E+01	2.600E+01	3.100E+00	0.000E+00	6.410E+01
9.220E+01	8.180E+01	4.808E+02	1.190E+01	1.640E+01	4.300E+01	4.000E+00	0.000E+00	7.130E+01
9.290E+01	1.333E+02	6.996E+02	9.200E+00	2.640E+01	2.100E+01	4.500E+00	0.000E+00	8.849E+01
9.350E+01	1.493E+02	7.286E+02	8.100E+00	2.780E+01	2.700E+01	3.100E+00	0.000E+00	9.518E+01
9.100E+01	1.295E+02	6.926E+02	7.000E+00	1.870E+01	4.300E+01	2.700E+00	0.000E+00	1.034E+02
8.440E+01	7.340E+01	6.719E+02	3.200E+00	2.430E+01	3.600E+01	3.100E+00	0.000E+00	1.057E+02
9.250E+01	1.211E+02	6.744E+02	8.600E+00	1.770E+01	2.500E+01	3.100E+00	0.000E+00	1.549E+02
9.140E+01	1.424E+02	6.014E+02	1.060E+01	1.960E+01	4.100E+01	5.800E+00	0.000E+00	1.965E+02
9.250E+01	1.211E+02	6.744E+02	8.600E+00	1.820E+01	4.600E+01	1.800E+00	0.000E+00	2.009E+02
9.100E+01	1.295E+02	6.926E+02	7.000E+00	1.880E+01	4.000E+01	2.200E+00	0.000E+00	2.129E+02
9.250E+01	1.211E+02	6.744E+02	8.600E+00	2.510E+01	2.700E+01	4.000E+00	0.000E+00	1.091E+03
8.190E+01	3.000E+00	7.900E+00	3.500E+00	1.340E+01	7.500E+01	1.800E+00	0.000E+00	0.000E+00
8.800E+01	1.720E+01	4.350E+01	3.800E+00	1.520E+01	5.100E+01	2.700E+00	0.000E+00	0.000E+00
8.300E+01	2.330E+01	8.530E+01	2.300E+00	1.670E+01	2.000E+01	3.100E+00	0.000E+00	0.000E+00
9.420E+01	1.223E+02	5.899E+02	1.290E+01	1.540E+01	6.600E+01	4.000E+00	0.000E+00	1.013E+01
9.180E+01	1.751E+02	7.007E+02	1.380E+01	2.190E+01	7.300E+01	7.600E+00	1.000E+00	0.000E+00
9.180E+01	1.751E+02	7.007E+02	1.380E+01	2.240E+01	5.400E+01	7.600E+00	0.000E+00	2.870E+00
9.180E+01	1.751E+02	7.007E+02	1.380E+01	2.680E+01	3.800E+01	6.300E+00	0.000E+00	7.600E-01
9.180E+01	1.751E+02	7.007E+02	1.380E+01	2.570E+01	3.900E+01	5.400E+00	0.000E+00	9.000E-02
9.220E+01	9.160E+01	5.036E+02	9.600E+00	2.070E+01	7.000E+01	2.200E+00	0.000E+00	7.500E-01
9.310E+01	1.573E+02	6.667E+02	1.350E+01	2.870E+01	2.800E+01	2.700E+00	0.000E+00	0.000E+00
9.310E+01	1.573E+02	6.667E+02	1.350E+01	2.170E+01	4.000E+01	4.000E-01	0.000E+00	2.470E+00
9.310E+01	1.573E+02	6.667E+02	1.350E+01	2.680E+01	2.500E+01	3.100E+00	0.000E+00	6.800E-01
9.310E+01	1.573E+02	6.667E+02	1.350E+01	2.400E+01	3.600E+01	3.100E+00	0.000E+00	2.400E-01
9.310E+01	1.573E+02	6.667E+02	1.350E+01	2.210E+01	3.700E+01	3.600E+00	0.000E+00	2.100E-01
9.190E+01	1.092E+02	5.655E+02	8.000E+00	2.140E+01	3.800E+01	2.700E+00	0.000E+00	1.520E+00
9.160E+01	1.381E+02	6.217E+02	6.300E+00	1.890E+01	4.100E+01	3.100E+00	0.000E+00	1.034E+01
8.750E+01	7.700E+01	6.948E+02	5.000E+00	2.230E+01	4.600E+01	4.000E+00	0.000E+00	0.000E+00
9.420E+01	1.172E+02	5.811E+02	1.100E+01	2.390E+01	4.100E+01	2.200E+00	0.000E+00	8.020E+00
9.420E+01	1.172E+02	5.811E+02	1.100E+01	2.140E+01	4.400E+01	2.700E+00	0.000E+00	6.800E-01
9.180E+01	1.709E+02	6.923E+02	1.370E+01	2.060E+01	5.900E+01	9.000E-01	0.000E+00	0.000E+00
9.180E+01	1.709E+02	6.923E+02	1.370E+01	2.370E+01	4.000E+01	1.800E+00	0.000E+00	1.380E+00
9.360E+01	9.790E+01	5.420E+02	1.440E+01	2.830E+01	3.200E+01	4.000E+00	0.000E+00	8.850E+00
9.160E+01	1.124E+02	5.730E+02	8.900E+00	1.120E+01	8.400E+01	7.600E+00	0.000E+00	3.300E+00
9.160E+01	1.124E+02	5.730E+02	8.900E+00	2.140E+01	4.200E+01	3.100E+00	0.000E+00	4.250E+00
9.110E+01	1.411E+02	6.291E+02	7.100E+00	1.930E+01	3.900E+01	3.600E+00	0.000E+00	1.560E+00
9.430E+01	1.676E+02	6.844E+02	1.300E+01	2.180E+01	5.300E+01	3.100E+00	0.000E+00	6.540E+00
9.370E+01	1.022E+02	5.503E+02	1.460E+01	2.210E+01	5.400E+01	7.600E+00	0.000E+00	7.900E-01
9.430E+01	1.317E+02	6.071E+02	2.270E+01	1.940E+01	5.500E+01	4.000E+00	0.000E+00	1.700E-01
9.210E+01	1.526E+02	6.582E+02	1.430E+01	2.370E+01	2.400E+01	3.100E+00	0.000E+00	0.000E+00
9.210E+01	1.526E+02	6.582E+02	1.430E+01	2.100E+01	3.200E+01	3.100E+00	0.000E+00	0.000E+00
9.210E+01	1.526E+02	6.582E+02	1.430E+01	1.910E+01	5.300E+01	2.700E+00	0.000E+00	4.400E+00
9.210E+01	1.526E+02	6.582E+02	1.430E+01	2.180E+01	5.600E+01	3.100E+00	0.000E+00	5.200E-01
9.210E+01	1.526E+02	6.582E+02	1.430E+01	2.010E+01	5.800E+01	4.500E+00	0.000E+00	9.270E+00
9.210E+01	1.526E+02	6.582E+02	1.430E+01	2.020E+01	4.700E+01	4.000E+00	0.000E+00	3.090E+00
8.440E+01	2.720E+01	3.535E+02	6.800E+00	4.800E+00	5.700E+01	8.500E+00	0.000E+00	8.980E+00
8.400E+01	2.780E+01	3.546E+02	5.300E+00	5.100E+00	6.100E+01	8.000E+00	0.000E+00	1.119E+01
8.460E+01	2.640E+01	3.520E+02	2.000E+00	5.100E+00	6.100E+01	4.900E+00	0.000E+00	5.380E+00
8.540E+01	2.540E+01	3.497E+02	2.600E+00	4.600E+00	2.100E+01	8.500E+00	0.000E+00	1.785E+01
8.540E+01	2.540E+01	3.497E+02	2.600E+00	4.600E+00	2.100E+01	8.500E+00	0.000E+00	1.073E+01
8.540E+01	2.540E+01	3.497E+02	2.600E+00	4.600E+00	2.100E+01	8.500E+00	0.000E+00	2.203E+01
8.540E+01	2.540E+01	3.497E+02	2.600E+00	4.600E+00	2.100E+01	8.500E+00	0.000E+00	9.770E+00
8.470E+01	2.670E+01	3.526E+02	4.100E+00	2.200E+00	5.900E+01	4.900E+00	0.000E+00	9.270E+00
8.540E+01	2.540E+01	3.497E+02	2.600E+00	5.100E+00	2.400E+01	8.500E+00	0.000E+00	2.477E+01
8.490E+01	2.750E+01	3.535E+02	3.400E+00	4.200E+00	5.100E+01	4.000E+00	0.000E+00	0.000E+00
8.690E+01	6.600E+00	1.870E+01	3.200E+00	8.800E+00	3.500E+01	3.100E+00	0.000E+00	1.100E+00
8.520E+01	4.900E+00	1.580E+01	6.300E+00	7.500E+00	4.600E+01	8.000E+00	0.000E+00	2.424E+01
9.390E+01	1.697E+02	4.118E+02	1.230E+01	2.340E+01	4.000E+01	6.300E+00	0.000E+00	0.000E+00
9.120E+01	1.831E+02	4.377E+02	1.250E+01	1.260E+01	9.000E+01	7.600E+00	2.000E-01	0.000E+00
9.160E+01	1.042E+02	4.749E+02	9.000E+00	2.210E+01	4.900E+01	2.700E+00	0.000E+00	0.000E+00
9.160E+01	1.042E+02	4.749E+02	9.000E+00	2.420E+01	3.200E+01	1.800E+00	0.000E+00	0.000E+00
9.160E+01	1.042E+02	4.749E+02	9.000E+00	2.430E+01	3.000E+01	1.800E+00	0.000E+00	0.000E+00
9.160E+01	1.042E+02	4.749E+02	9.000E+00	1.870E+01	5.300E+01	1.800E+00	0.000E+00	0.000E+00
9.160E+01	1.042E+02	4.749E+02	9.000E+00	2.530E+01	3.900E+01	9.000E-01	0.000E+00	8.000E+00
9.160E+01	1.002E+02	4.663E+02	6.300E+00	2.290E+01	4.000E+01	1.300E+00	0.000E+00	2.640E+00
9.310E+01	1.804E+02	4.308E+02	1.100E+01	2.690E+01	2.800E+01	5.400E+00	0.000E+00	8.645E+01
9.230E+01	8.880E+01	4.409E+02	8.500E+00	1.710E+01	6.700E+01	3.600E+00	0.000E+00	6.570E+00
9.310E+01	1.804E+02	4.308E+02	1.100E+01	2.220E+01	4.800E+01	1.300E+00	0.000E+00	0.000E+00
9.040E+01	8.950E+01	2.908E+02	6.400E+00	1.430E+01	4.600E+01	1.800E+00	0.000E+00	9.000E-01
9.040E+01	8.950E+01	2.908E+02	6.400E+00	1.540E+01	4.500E+01	2.200E+00	0.000E+00	0.000E+00
9.120E+01	1.478E+02	3.772E+02	1.270E+01	1.960E+01	4.300E+01	4.900E+00	0.000E+00	0.000E+00
9.040E+01	9.330E+01	2.981E+02	7.500E+00	2.070E+01	2.500E+01	4.900E+00	0.000E+00	0.000E+00
9.040E+01	9.330E+01	2.981E+02	7.500E+00	1.910E+01	3.900E+01	5.400E+00	0.000E+00	3.520E+00
9.110E+01	9.410E+01	2.321E+02	7.100E+00	1.920E+01	3.800E+01	4.500E+00	0.000E+00	0.000E+00
9.110E+01	9.410E+01	2.321E+02	7.100E+00	1.920E+01	3.800E+01	4.500E+00	0.000E+00	0.000E+00
8.510E+01	2.800E+01	1.138E+02	3.500E+00	1.130E+01	9.400E+01	4.900E+00	0.000E+00	0.000E+00
8.960E+01	8.410E+01	7.143E+02	5.700E+00	1.900E+01	5.200E+01	2.200E+00	0.000E+00	0.000E+00
8.960E+01	8.410E+01	7.143E+02	5.700E+00	1.710E+01	5.300E+01	5.400E+00	0.000E+00	4.100E-01
8.960E+01	8.410E+01	7.143E+02	5.700E+00	2.380E+01	3.500E+01	3.600E+00	0.000E+00	5.180E+00
9.240E+01	1.058E+02	7.581E+02	9.900E+00	1.600E+01	4.500E+01	1.800E+00	0.000E+00	0.000E+00
9.240E+01	1.058E+02	7.581E+02	9.900E+00	2.490E+01	2.700E+01	2.200E+00	0.000E+00	0.000E+00
9.240E+01	1.058E+02	7.581E+02	9.900E+00	2.530E+01	2.700E+01	2.700E+00	0.000E+00	0.000E+00
9.240E+01	1.058E+02	7.581E+02	9.900E+00	2.480E+01	2.800E+01	1.800E+00	0.000E+00	1.429E+01
9.260E+01	1.154E+02	7.771E+02	8.800E+00	2.430E+01	2.700E+01	4.900E+00	0.000E+00	0.000E+00
9.260E+01	1.154E+02	7.771E+02	8.800E+00	1.970E+01	4.100E+01	1.800E+00	0.000E+00	1.580E+00
9.120E+01	1.347E+02	8.175E+02	7.200E+00	1.850E+01	3.000E+01	2.700E+00	0.000E+00	0.000E+00
9.240E+01	9.620E+01	7.394E+02	8.600E+00	1.860E+01	2.400E+01	5.800E+00	0.000E+00	0.000E+00
9.240E+01	9.620E+01	7.394E+02	8.600E+00	1.920E+01	2.400E+01	4.900E+00	0.000E+00	3.780E+00
9.280E+01	1.190E+02	7.835E+02	7.500E+00	2.160E+01	2.700E+01	2.200E+00	0.000E+00	0.000E+00
9.280E+01	1.190E+02	7.835E+02	7.500E+00	2.160E+01	2.800E+01	6.300E+00	0.000E+00	4.410E+00
9.280E+01	1.190E+02	7.835E+02	7.500E+00	1.890E+01	3.400E+01	7.200E+00	0.000E+00	3.436E+01
9.280E+01	1.190E+02	7.835E+02	7.500E+00	1.680E+01	2.800E+01	4.000E+00	0.000E+00	7.210E+00
9.280E+01	1.190E+02	7.835E+02	7.500E+00	1.680E+01	2.800E+01	4.000E+00	0.000E+00	1.010E+00
9.070E+01	1.369E+02	8.228E+02	6.800E+00	1.290E+01	3.900E+01	2.700E+00	0.000E+00	2.180E+00
8.810E+01	5.330E+01	7.269E+02	5.400E+00	1.370E+01	5.600E+01	1.800E+00	0.000E+00	4.420E+00
9.220E+01	1.023E+02	7.515E+02	8.400E+00	2.420E+01	2.700E+01	3.100E+00	0.000E+00	0.000E+00
9.220E+01	1.023E+02	7.515E+02	8.400E+00	2.410E+01	2.700E+01	3.100E+00	0.000E+00	0.000E+00
9.220E+01	1.023E+02	7.515E+02	8.400E+00	2.120E+01	3.200E+01	2.200E+00	0.000E+00	0.000E+00
9.220E+01	1.023E+02	7.515E+02	8.400E+00	1.970E+01	3.500E+01	1.800E+00	0.000E+00	0.000E+00
9.220E+01	1.023E+02	7.515E+02	8.400E+00	2.350E+01	2.700E+01	4.000E+00	0.000E+00	3.330E+00
9.220E+01	1.023E+02	7.515E+02	8.400E+00	2.420E+01	2.700E+01	3.100E+00	0.000E+00	6.580E+00
9.120E+01	1.244E+02	7.953E+02	8.500E+00	2.150E+01	2.800E+01	4.500E+00	0.000E+00	1.564E+01
9.120E+01	1.244E+02	7.953E+02	8.500E+00	1.710E+01	4.100E+01	2.200E+00	0.000E+00	1.122E+01
9.210E+01	8.770E+01	7.211E+02	9.500E+00	1.810E+01	5.400E+01	3.100E+00	0.000E+00	2.130E+00
9.160E+01	1.084E+02	7.640E+02	6.200E+00	1.800E+01	5.100E+01	5.400E+00	0.000E+00	0.000E+00
9.160E+01	1.084E+02	7.640E+02	6.200E+00	9.800E+00	8.600E+01	1.800E+00	0.000E+00	0.000E+00
9.160E+01	1.084E+02	7.640E+02	6.200E+00	1.930E+01	4.400E+01	2.200E+00	0.000E+00	0.000E+00
9.160E+01	1.084E+02	7.640E+02	6.200E+00	2.300E+01	3.400E+01	2.200E+00	0.000E+00	5.604E+01
9.160E+01	1.084E+02	7.640E+02	6.200E+00	2.270E+01	3.500E+01	2.200E+00	0.000E+00	7.480E+00
9.160E+01	1.084E+02	7.640E+02	6.200E+00	2.040E+01	4.100E+01	1.800E+00	0.000E+00	1.470E+00
9.160E+01	1.084E+02	7.640E+02	6.200E+00	1.930E+01	4.400E+01	2.200E+00	0.000E+00	3.930E+00
9.190E+01	1.117E+02	7.703E+02	6.500E+00	1.570E+01	5.100E+01	2.200E+00	0.000E+00	0.000E+00
9.150E+01	1.301E+02	8.071E+02	7.500E+00	2.060E+01	3.700E+01	1.800E+00	0.000E+00	0.000E+00
9.150E+01	1.301E+02	8.071E+02	7.500E+00	1.590E+01	5.100E+01	4.500E+00	0.000E+00	2.180E+00
9.150E+01	1.301E+02	8.071E+02	7.500E+00	1.220E+01	6.600E+01	4.900E+00	0.000E+00	6.100E+00
9.150E+01	1.301E+02	8.071E+02	7.500E+00	1.680E+01	4.300E+01	3.100E+00	0.000E+00	5.830E+00
9.150E+01	1.301E+02	8.071E+02	7.500E+00	2.130E+01	3.500E+01	2.200E+00	0.000E+00	2.819E+01
9.210E+01	9.900E+01	7.453E+02	9.600E+00	1.010E+01	7.500E+01	3.600E+00	0.000E+00	0.000E+00
9.210E+01	9.900E+01	7.453E+02	9.600E+00	1.740E+01	5.700E+01	4.500E+00	0.000E+00	0.000E+00
9.210E+01	9.900E+01	7.453E+02	9.600E+00	1.280E+01	6.400E+01	3.600E+00	0.000E+00	1.640E+00
9.210E+01	9.900E+01	7.453E+02	9.600E+00	1.010E+01	7.500E+01	3.600E+00	0.000E+00	3.710E+00
9.210E+01	9.900E+01	7.453E+02	9.600E+00	1.540E+01	5.300E+01	6.300E+00	0.000E+00	7.310E+00
9.210E+01	9.900E+01	7.453E+02	9.600E+00	2.060E+01	4.300E+01	3.600E+00	0.000E+00	2.030E+00
9.210E+01	9.900E+01	7.453E+02	9.600E+00	1.980E+01	4.700E+01	2.700E+00	0.000E+00	1.720E+00
9.210E+01	9.900E+01	7.453E+02	9.600E+00	1.870E+01	5.000E+01	2.200E+00	0.000E+00	5.970E+00
9.210E+01	9.900E+01	7.453E+02	9.600E+00	2.080E+01	3.500E+01	4.900E+00	0.000E+00	1.306E+01
9.210E+01	9.900E+01	7.453E+02	9.600E+00	2.080E+01	3.500E+01	4.900E+00	0.000E+00	1.260E+00
9.250E+01	1.220E+02	7.897E+02	1.020E+01	1.590E+01	5.500E+01	3.600E+00	0.000E+00	0.000E+00
9.250E+01	1.220E+02	7.897E+02	1.020E+01	1.970E+01	3.900E+01	2.700E+00	0.000E+00	0.000E+00
9.250E+01	1.220E+02	7.897E+02	1.020E+01	2.110E+01	3.900E+01	2.200E+00	0.000E+00	8.120E+00
9.250E+01	1.220E+02	7.897E+02	1.020E+01	1.840E+01	4.200E+01	2.200E+00	0.000E+00	1.090E+00
9.250E+01	1.220E+02	7.897E+02	1.020E+01	1.730E+01	4.500E+01	4.000E+00	0.000E+00	3.940E+00
8.820E+01	5.520E+01	7.323E+02	1.160E+01	1.520E+01	6.400E+01	3.100E+00	0.000E+00	5.200E-01
9.190E+01	1.117E+02	7.703E+02	6.500E+00	1.590E+01	5.300E+01	2.200E+00	0.000E+00	2.930E+00
9.190E+01	1.117E+02	7.703E+02	6.500E+00	2.110E+01	3.500E+01	2.700E+00	0.000E+00	5.650E+00
9.190E+01	1.117E+02	7.703E+02	6.500E+00	1.960E+01	4.500E+01	3.100E+00	0.000E+00	2.003E+01
9.110E+01	1.323E+02	8.121E+02	1.250E+01	1.590E+01	3.800E+01	5.400E+00	0.000E+00	1.750E+00
9.110E+01	1.323E+02	8.121E+02	1.250E+01	1.640E+01	2.700E+01	3.600E+00	0.000E+00	0.000E+00
9.120E+01	9.430E+01	7.444E+02	8.400E+00	1.680E+01	4.700E+01	4.900E+00	0.000E+00	1.264E+01
9.100E+01	2.763E+02	8.251E+02	7.100E+00	1.380E+01	7.700E+01	7.600E+00	0.000E+00	0.000E+00
9.100E+01	2.763E+02	8.251E+02	7.100E+00	1.380E+01	7.700E+01	7.600E+00	0.000E+00	1.106E+01
9.190E+01	1.336E+02	5.205E+02	8.000E+00	1.420E+01	5.800E+01	4.000E+00	0.000E+00	0.000E+00
9.200E+01	2.032E+02	6.645E+02	8.100E+00	1.040E+01	7.500E+01	9.000E-01	0.000E+00	0.000E+00
9.480E+01	2.224E+02	6.986E+02	1.390E+01	2.030E+01	4.200E+01	2.700E+00	0.000E+00	0.000E+00
9.030E+01	2.900E+02	8.553E+02	7.400E+00	1.030E+01	7.800E+01	4.000E+00	0.000E+00	1.830E+01
9.120E+01	9.430E+01	7.444E+02	8.400E+00	1.540E+01	5.700E+01	4.900E+00	0.000E+00	3.935E+01
9.210E+01	2.070E+02	6.726E+02	8.200E+00	2.110E+01	5.400E+01	2.200E+00	0.000E+00	0.000E+00
9.370E+01	2.311E+02	7.151E+02	8.400E+00	2.190E+01	4.200E+01	2.200E+00	0.000E+00	1.746E+02
9.090E+01	1.890E+01	3.060E+01	8.000E+00	8.700E+00	5.100E+01	5.800E+00	0.000E+00	0.000E+00
9.370E+01	1.013E+02	4.588E+02	1.190E+01	1.930E+01	3.900E+01	7.200E+00	0.000E+00	7.730E+00
9.070E+01	1.941E+02	6.430E+02	6.800E+00	1.620E+01	6.300E+01	2.700E+00	0.000E+00	1.633E+01
9.520E+01	2.177E+02	6.900E+02	1.800E+01	2.820E+01	2.900E+01	1.800E+00	0.000E+00	5.860E+00
9.160E+01	2.484E+02	7.538E+02	6.300E+00	2.050E+01	5.800E+01	2.700E+00	0.000E+00	4.287E+01
9.160E+01	2.738E+02	8.191E+02	7.700E+00	2.130E+01	4.400E+01	4.500E+00	0.000E+00	1.218E+01
9.160E+01	1.813E+02	6.130E+02	7.600E+00	2.090E+01	5.000E+01	2.200E+00	0.000E+00	1.600E+01
9.050E+01	9.670E+01	7.505E+02	1.140E+01	2.060E+01	5.500E+01	5.400E+00	0.000E+00	2.459E+01
9.090E+01	1.890E+01	3.060E+01	8.000E+00	1.160E+01	4.800E+01	5.400E+00	0.000E+00	0.000E+00
9.480E+01	2.270E+02	7.067E+02	1.200E+01	2.330E+01	3.400E+01	3.100E+00	0.000E+00	2.874E+01
9.480E+01	2.270E+02	7.067E+02	1.200E+01	2.330E+01	3.400E+01	3.100E+00	0.000E+00	0.000E+00
8.470E+01	9.500E+00	5.830E+01	4.100E+00	7.500E+00	7.100E+01	6.300E+00	0.000E+00	9.960E+00
9.110E+01	9.130E+01	7.381E+02	7.200E+00	2.070E+01	4.600E+01	2.700E+00	0.000E+00	3.018E+01
9.100E+01	2.763E+02	8.251E+02	7.100E+00	2.190E+01	4.300E+01	4.000E+00	0.000E+00	7.076E+01
9.340E+01	1.500E+01	2.560E+01	1.140E+01	1.520E+01	1.900E+01	7.600E+00	0.000E+00	0.000E+00
8.410E+01	4.600E+00	4.670E+01	2.200E+00	5.300E+00	6.800E+01	1.800E+00	0.000E+00	0.000E+00
8.500E+01	9.000E+00	5.690E+01	3.500E+00	1.010E+01	6.200E+01	1.800E+00	0.000E+00	5.178E+01
9.050E+01	9.670E+01	7.505E+02	1.140E+01	2.040E+01	5.500E+01	4.900E+00	0.000E+00	3.640E+00
9.160E+01	1.813E+02	6.130E+02	7.600E+00	2.430E+01	3.300E+01	3.600E+00	0.000E+00	3.630E+00
9.370E+01	2.311E+02	7.151E+02	8.400E+00	2.590E+01	3.200E+01	3.100E+00	0.000E+00	0.000E+00
9.330E+01	4.950E+01	2.977E+02	1.400E+01	2.800E+01	3.400E+01	4.500E+00	0.000E+00	0.000E+00
9.330E+01	4.950E+01	2.977E+02	1.400E+01	2.800E+01	3.400E+01	4.500E+00	0.000E+00	8.160E+00
9.110E+01	8.820E+01	7.317E+02	8.300E+00	2.280E+01	4.600E+01	4.000E+00	0.000E+00	4.950E+00
9.480E+01	2.270E+02	7.067E+02	1.200E+01	2.500E+01	3.600E+01	4.000E+00	0.000E+00	0.000E+00
9.070E+01	1.941E+02	6.430E+02	6.800E+00	2.130E+01	4.100E+01	3.600E+00	0.000E+00	0.000E+00
8.790E+01	8.480E+01	7.251E+02	3.700E+00	2.180E+01	3.400E+01	2.200E+00	0.000E+00	6.040E+00
9.460E+01	2.121E+02	6.809E+02	9.500E+00	2.790E+01	2.700E+01	2.200E+00	0.000E+00	0.000E+00
8.710E+01	2.913E+02	8.606E+02	4.000E+00	1.700E+01	6.700E+01	4.900E+00	0.000E+00	3.950E+00
8.470E+01	8.200E+00	5.500E+01	2.900E+00	1.420E+01	4.600E+01	4.000E+00	0.000E+00	0.000E+00
9.030E+01	2.900E+02	8.553E+02	7.400E+00	1.990E+01	4.400E+01	3.100E+00	0.000E+00	7.800E+00
9.230E+01	9.620E+01	4.502E+02	1.210E+01	2.340E+01	3.100E+01	5.400E+00	0.000E+00	0.000E+00
8.410E+01	7.300E+00	5.280E+01	2.700E+00	1.470E+01	4.200E+01	2.700E+00	0.000E+00	0.000E+00
8.460E+01	3.200E+00	4.360E+01	3.300E+00	8.200E+00	5.300E+01	9.400E+00	0.000E+00	4.620E+00
9.230E+01	9.210E+01	4.421E+02	9.800E+00	2.280E+01	2.700E+01	4.500E+00	0.000E+00	1.630E+00
9.370E+01	2.311E+02	7.151E+02	8.400E+00	2.640E+01	3.300E+01	3.600E+00	0.000E+00	0.000E+00
9.360E+01	2.351E+02	7.231E+02	1.010E+01	2.410E+01	5.000E+01	4.000E+00	0.000E+00	0.000E+00
9.480E+01	2.224E+02	6.986E+02	1.390E+01	2.750E+01	2.700E+01	4.900E+00	0.000E+00	7.463E+02
9.270E+01	1.641E+02	5.758E+02	8.900E+00	2.630E+01	3.900E+01	3.100E+00	0.000E+00	7.020E+00
9.340E+01	1.730E+01	2.830E+01	9.900E+00	1.380E+01	2.400E+01	5.800E+00	0.000E+00	0.000E+00
9.200E+01	2.032E+02	6.645E+02	8.100E+00	2.490E+01	4.200E+01	5.400E+00	0.000E+00	2.440E+00
9.160E+01	1.813E+02	6.130E+02	7.600E+00	2.480E+01	3.600E+01	4.000E+00	0.000E+00	3.050E+00
9.170E+01	1.914E+02	6.359E+02	7.800E+00	2.620E+01	3.600E+01	4.500E+00	0.000E+00	1.858E+02
9.520E+01	2.177E+02	6.900E+02	1.800E+01	3.080E+01	1.900E+01	4.500E+00	0.000E+00	0.000E+00
8.890E+01	2.631E+02	7.959E+02	5.200E+00	2.930E+01	2.700E+01	3.600E+00	0.000E+00	6.300E+00
9.120E+01	9.430E+01	7.444E+02	8.400E+00	2.230E+01	4.800E+01	4.000E+00	0.000E+00	7.200E-01
9.370E+01	2.311E+02	7.151E+02	8.400E+00	2.690E+01	3.100E+01	3.600E+00	0.000E+00	4.960E+00
9.160E+01	2.484E+02	7.538E+02	6.300E+00	2.040E+01	5.600E+01	2.200E+00	0.000E+00	0.000E+00
9.160E+01	2.484E+02	7.538E+02	6.300E+00	2.040E+01	5.600E+01	2.200E+00	0.000E+00	0.000E+00
9.210E+01	2.070E+02	6.726E+02	8.200E+00	2.790E+01	3.300E+01	2.200E+00	0.000E+00	2.350E+00
9.480E+01	2.224E+02	6.986E+02	1.390E+01	2.620E+01	3.400E+01	5.800E+00	0.000E+00	0.000E+00
9.160E+01	1.813E+02	6.130E+02	7.600E+00	2.460E+01	4.400E+01	4.000E+00	0.000E+00	3.200E+00
8.970E+01	2.872E+02	8.493E+02	6.800E+00	1.940E+01	4.500E+01	3.600E+00	0.000E+00	0.000E+00
9.210E+01	1.780E+02	6.053E+02	9.600E+00	2.330E+01	4.000E+01	4.000E+00	0.000E+00	6.360E+00
9.480E+01	2.224E+02	6.986E+02	1.390E+01	2.390E+01	3.800E+01	6.700E+00	0.000E+00	0.000E+00
9.360E+01	2.351E+02	7.231E+02	1.010E+01	2.090E+01	6.600E+01	4.900E+00	0.000E+00	1.534E+01
9.060E+01	2.698E+02	8.112E+02	5.500E+00	2.220E+01	4.500E+01	3.600E+00	0.000E+00	0.000E+00
9.080E+01	8.470E+01	3.766E+02	5.600E+00	2.380E+01	5.100E+01	1.800E+00	0.000E+00	0.000E+00
9.210E+01	2.070E+02	6.726E+02	8.200E+00	2.680E+01	3.500E+01	1.300E+00	0.000E+00	5.400E-01
8.940E+01	2.536E+02	7.684E+02	9.700E+00	1.420E+01	7.300E+01	2.700E+00	0.000E+00	0.000E+00
9.370E+01	2.311E+02	7.151E+02	8.400E+00	2.360E+01	5.300E+01	4.000E+00	0.000E+00	6.430E+00
9.110E+01	9.130E+01	7.381E+02	7.200E+00	1.910E+01	4.600E+01	2.200E+00	0.000E+00	3.300E-01
9.030E+01	2.900E+02	8.553E+02	7.400E+00	1.620E+01	5.800E+01	3.600E+00	0.000E+00	0.000E+00
9.210E+01	2.070E+02	6.726E+02	8.200E+00	2.550E+01	2.900E+01	1.800E+00	0.000E+00	1.230E+00
8.790E+01	2.490E+01	4.160E+01	3.700E+00	1.090E+01	6.400E+01	3.100E+00	0.000E+00	3.350E+00
9.070E+01	8.090E+01	3.683E+02	1.680E+01	1.480E+01	7.800E+01	8.000E+00	0.000E+00	0.000E+00
9.030E+01	2.900E+02	8.553E+02	7.400E+00	1.620E+01	5.800E+01	3.600E+00	0.000E+00	9.960E+00
9.400E+01	4.790E+01	1.007E+02	1.070E+01	1.730E+01	8.000E+01	4.500E+00	0.000E+00	0.000E+00
9.200E+01	2.032E+02	6.645E+02	8.100E+00	1.910E+01	7.000E+01	2.200E+00	0.000E+00	0.000E+00
9.340E+01	1.730E+01	2.830E+01	9.900E+00	8.900E+00	3.500E+01	8.000E+00	0.000E+00	0.000E+00
8.970E+01	2.849E+02	8.440E+02	1.010E+01	1.050E+01	7.700E+01	4.000E+00	0.000E+00	0.000E+00
